Plate information 
Plate,Repeat,Barcode,Measured height,Inside temperature at start,Inside temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
34,1,K1009269D01,14.68,25.41,25.43,37.9,37.9,25.7,25.93,1,IMPORTED LUM 384 tenth Second read(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,10/2/2019 1:12:14 PM,

,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,265164,326214,329641,240446,264881,244411,236648,224122,248572,247803,257055,28564,16132,22607,30414,139563,271163,260328,277131,249772,250569,,,
,237771,214842,265128,276852,283485,279122,256003,224887,243653,215451,239612,144443,166326,206775,226246,236326,223042,230362,249847,251531,247243,,,
,240488,261770,253015,264642,279648,242482,242128,243611,255928,242771,249811,20974,34853,80884,174372,243973,246647,240851,250401,246767,259086,,,
,267410,355763,356731,330803,314561,263494,263167,222249,238891,238803,249371,157008,178365,197006,190568,188895,232606,227895,250492,256127,259409,,,
,264322,62692,94525,207374,265368,235566,246770,254173,246810,230807,241333,33455,34845,40132,37207,30812,33292,36242,72530,252172,263567,,,
,257251,57255,82488,204606,219244,229811,252253,251723,237164,239085,240001,46652,58454,134885,193495,249975,235608,242169,256134,243648,252611,,,
,239930,254692,234569,226601,224292,248642,243885,228767,242733,235247,230321,232563,224210,243565,238730,240961,237961,247847,254881,239771,260205,,,
,242883,224651,301281,338569,321971,336453,337126,309364,260011,232812,230442,1534,63894,110525,125131,116210,144695,219847,253963,246522,252607,,,
,264565,268571,268406,254009,243010,239325,258648,249765,255241,258725,244483,105891,185242,234694,222849,229443,240002,254333,253651,249685,256402,,,
,271128,227603,230368,238373,235724,260606,239248,235366,246848,250922,238443,233841,264161,252328,247281,235013,243888,234884,248693,251205,268921,,,
,259566,214162,235281,246127,240167,247654,242731,232566,249323,266570,248447,182163,230804,153931,171527,171051,194571,233095,243810,257404,272243,,,
,266845,296294,313293,276885,261522,230445,239932,246087,237774,247765,250292,135201,257321,175174,161492,203651,234249,240772,249767,251561,279531,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,


Basic assay information 
Assay ID: ,,,,4242
Assay Started: ,,,,10/2/2019 12:31:30 PM
Assay Finished: ,,,,N/A
Assay Exported: ,,,,10/2/2019 1:13:28 PM
Protocol ID: ,,,,100168
Protocol Name: ,,,,CTG_LUM 384 Black Falcon 0.1s SCREENING
Serial#: ,,,,1040641




Exported with EnVision Workstation version 1.13.3009.1401
