Plate information 
Plate,Repeat,Barcode,Measured height,Inside temperature at start,Inside temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
15,1,H0909269D01,14.68,24.91,24.94,34.3,34,24.52,24.55,1,IMPORTED LUM 384 tenth Second read(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,9/30/2019 2:01:29 PM,

,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,695054,689681,658894,706686,667043,708922,710012,689527,668014,703207,676531,7331,9202,11803,21772,325812,592487,665252,706245,677052,700006,,,
,681891,718484,840086,780123,726002,708445,722487,695247,704332,699414,718328,195883,324965,532081,604003,602482,649890,646131,667694,662451,698487,,,
,695284,805804,779683,752373,714802,740293,708523,733802,707488,734811,708245,23445,22842,24967,201289,642693,690094,711005,715170,709522,689692,,,
,717207,704695,773329,743806,726446,667326,711974,716531,710045,696454,699446,265133,606764,621333,597243,591044,596051,677004,710044,691649,713727,,,
,709561,135165,198365,489401,827243,871362,776412,748921,716486,733284,732573,38969,19889,11854,9930,13604,17412,21524,21412,198732,709213,,,
,694573,133891,136412,353645,738653,885445,825775,746930,747931,700801,707809,41931,33205,404045,553922,641728,708453,695205,717654,701369,731804,,,
,674093,662282,667848,671289,672125,647411,662843,660409,656248,630771,638046,639602,652041,630650,649607,658015,679615,664171,677486,661650,651813,,,
,649690,555803,706330,747206,676642,676085,659053,660009,639249,672082,654763,2441,45602,55931,50051,54613,59652,76855,640206,644290,652012,,,
,711245,859206,821923,772529,727963,729283,711602,702884,699401,719724,710214,495645,589090,616453,600366,628764,639405,681930,700210,726770,712010,,,
,727441,807773,803922,742332,739332,722095,721374,683975,737927,672082,705529,721565,729693,704962,724213,709847,726962,687405,729972,712615,726844,,,
,709051,791449,724284,718693,703934,686323,701285,695642,668124,699129,700368,442886,439213,419201,466001,497126,583815,629892,664135,659370,673524,,,
,709969,745123,746442,684810,690845,659653,707481,687610,684294,685293,683482,416334,405413,416772,467813,519014,614481,648208,686562,692044,697974,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,


Basic assay information 
Assay ID: ,,,,4237
Assay Started: ,,,,9/30/2019 1:43:33 PM
Assay Finished: ,,,,N/A
Assay Exported: ,,,,9/30/2019 2:02:41 PM
Protocol ID: ,,,,100168
Protocol Name: ,,,,CTG_LUM 384 Black Falcon 0.1s SCREENING
Serial#: ,,,,1040641




Exported with EnVision Workstation version 1.13.3009.1401
