Plate information 
Plate,Repeat,Barcode,Measured height,Inside temperature at start,Inside temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
4,1,H0109269D00,14.68,25.43,25.43,56,55.4,25.24,25.43,1,IMPORTED LUM 384 tenth Second read(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,9/27/2019 9:41:25 AM,

,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,111728,127009,121653,124654,117282,122533,120494,129286,124488,131215,128173,134528,121934,137126,127335,130288,121485,130254,121530,129853,121975,,,
,126654,118809,128764,124964,130648,119283,127450,123962,122773,121522,126007,113935,126326,114323,129403,124055,120175,120202,134844,125771,132444,,,
,118041,135887,140130,145165,125694,131293,122805,140562,134932,140527,128372,139090,119808,129725,131725,128525,126047,134127,130283,138246,125653,,,
,128410,122168,131092,122767,135411,120447,132929,127291,132730,116489,131129,122488,132601,115055,130807,125001,128124,122294,136489,121481,132169,,,
,114853,127523,118973,124408,115171,117170,113366,125488,124534,129529,122770,127801,120292,128011,120962,125689,123644,127087,121772,134729,120454,,,
,123922,115082,127363,122243,127249,117494,134052,125690,129649,120091,131442,118693,121128,118933,123762,116122,129330,122524,134364,124051,131729,,,
,112244,121454,118248,125087,115807,118084,114815,125644,119209,129413,116567,125649,117203,124648,116726,127687,120528,124732,118644,120091,116852,,,
,130368,115295,123850,124013,130965,119006,127205,116446,126934,115642,126013,114208,126649,115847,126253,117963,127563,117646,136521,129603,134644,,,
,110690,135047,124808,129371,117205,126129,111730,120968,127606,136968,123571,125604,117730,126733,130812,130693,122053,134606,115091,129164,120046,,,
,129326,115965,126969,113695,126085,116004,125093,118975,119124,116653,124481,114602,129251,117333,126289,116692,122649,122681,124966,116165,128291,,,
,119852,135924,130722,127970,116446,118563,121853,129126,119373,123888,124013,120934,121810,129722,120687,131482,119170,129210,119243,125850,128089,,,
,126174,120445,122134,113327,123682,120765,123883,113570,134612,119723,124249,119124,125488,120447,124568,123446,128363,124888,129495,125809,128047,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,


Basic assay information 
Assay ID: ,,,,4231
Assay Started: ,,,,9/27/2019 9:36:36 AM
Assay Finished: ,,,,N/A
Assay Exported: ,,,,9/27/2019 9:42:37 AM
Protocol ID: ,,,,100168
Protocol Name: ,,,,CTG_LUM 384 Black Falcon 0.1s SCREENING
Serial#: ,,,,1040641




Exported with EnVision Workstation version 1.13.3009.1401
